序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来
1541	690004	民生加银稳健	9月13日	1.299	1.299	0.46%	-0.23%	2.05%	0.54%	13.82%	14.83%	48.62%	59.04%	-15.05%	29.30%
1542	519162	新华信用增益	9月13日	1.284	1.284	0.00%	-0.23%	0.08%	2.72%	3.63%	5.07%	11.94%	---	3.13%	28.40%
1543	000512	国泰结构转型	9月13日	1.701	1.701	0.06%	-0.23%	-0.18%	1.92%	3.16%	18.06%	50.98%	---	2.35%	70.00%
1544	395011	中海增强债券	9月13日	1.274	1.314	0.00%	-0.23%	-0.16%	2.00%	3.49%	4.94%	17.85%	22.93%	-0.47%	32.39%
1545	213917	宝盈增强债券	9月13日	1.3134	1.6854	0.02%	-0.24%	-0.42%	0.98%	1.22%	2.29%	23.95%	32.78%	-1.48%	74.08%
1546	260103	景顺长城动力	9月13日	0.8774	3.1674	0.49%	-0.24%	3.57%	10.27%	21.43%	19.93%	32.13%	25.39%	-0.24%	305.61%
1547	001031	华夏安康优选	9月13日	1.247	1.337	0.00%	-0.24%	-0.32%	0.97%	1.88%	3.94%	26.83%	29.27%	-0.26%	34.31%
1548	395012	中海增强债券	9月13日	1.245	1.285	0.00%	-0.24%	-0.24%	1.88%	3.23%	4.45%	16.90%	21.42%	-0.80%	29.44%
1549	001431	方正富邦优选	9月13日	0.827	0.827	0.00%	-0.24%	-0.24%	2.23%	12.21%	-7.91%	---	---	-19.86%	-17.30%
1550	000810	富国收益增强	9月12日	1.235	1.235	-0.32%	-0.24%	-0.08%	1.40%	1.65%	4.22%	---	---	0.24%	23.50%
1551	001033	华夏安康优选	9月13日	1.231	1.321	0.00%	-0.24%	-0.32%	0.90%	1.74%	3.65%	26.00%	28.07%	-0.43%	32.68%
1552	020028	国泰信用债券	9月13日	1.205	1.205	0.17%	-0.25%	0.08%	1.60%	1.52%	3.71%	10.98%	16.01%	1.35%	20.30%
1553	002416	招商丰利灵活	9月13日	1.2	1.2	0.00%	-0.25%	-0.08%	1.10%	6.48%	---	---	---	---	6.48%
1554	000924	宝盈先进制造	9月13日	1.204	1.204	0.92%	-0.25%	2.93%	4.28%	14.16%	27.59%	---	---	-15.63%	19.30%
1555	202101	南方宝元债券	9月12日	1.8688	3.2288	-0.63%	-0.25%	0.00%	3.31%	9.54%	11.07%	37.08%	51.24%	-1.84%	400.44%
1556	660013	农银汇理信用	9月13日	1.1422	1.3402	-0.10%	-0.25%	0.04%	2.39%	2.24%	5.66%	21.44%	29.98%	2.13%	36.23%
1557	206008	鹏华丰盛稳固	9月13日	1.182	1.338	0.17%	-0.25%	0.17%	0.60%	6.50%	4.15%	18.12%	22.53%	2.08%	36.13%
1558	121012	国投瑞银优化	9月13日	1.555	1.595	0.00%	-0.26%	0.19%	1.77%	4.01%	4.57%	37.49%	51.55%	0.65%	61.70%
1559	128112	国投瑞银优化	9月13日	1.546	1.566	0.06%	-0.26%	0.13%	1.64%	3.76%	4.04%	36.24%	49.49%	0.26%	57.56%
1560	290012	泰信行业精选	9月13日	1.178	1.318	0.17%	-0.26%	0.24%	1.59%	2.77%	3.70%	24.82%	28.50%	3.11%	32.22%
1561	510080	长盛全债指数	9月13日	1.4952	2.3892	0.05%	-0.26%	-0.05%	0.93%	1.43%	3.45%	27.09%	36.00%	0.72%	217.36%
1562	001777	德邦多元回报	9月13日	1.0631	1.0631	0.06%	-0.26%	0.20%	2.01%	5.26%	---	---	---	---	6.25%
1563	001778	德邦多元回报	9月13日	1.0594	1.0594	0.05%	-0.26%	0.14%	1.86%	4.97%	---	---	---	---	5.89%
1564	160915	大成景丰债券	9月13日	1.134	1.67	-0.09%	-0.26%	0.18%	1.16%	1.79%	11.95%	47.06%	55.99%	-1.48%	66.45%
1565	110027	易方达安心债	9月13日	1.514	2.329	0.20%	-0.26%	0.60%	4.79%	7.09%	9.89%	81.60%	112.21%	-4.49%	145.47%
1566	000932	前海开源睿远	9月13日	1.132	1.132	0.09%	-0.26%	-0.26%	1.53%	3.01%	3.86%	---	---	-2.92%	13.10%
1567	001448	华商双翼平衡	9月13日	1.119	1.119	0.18%	-0.27%	0.00%	2.01%	10.48%	20.37%	---	---	6.18%	11.70%
1568	070099	嘉实优质企业	9月12日	1.488	2.576	-1.65%	-0.27%	-1.85%	-2.49%	18.94%	19.07%	67.75%	62.61%	-9.38%	70.74%
1569	002096	博时新收益C	9月13日	1.0412	1.0606	0.18%	-0.27%	-1.14%	4.41%	---	---	---	---	---	5.32%
1570	000933	前海开源睿远	9月13日	1.11	1.11	0.00%	-0.27%	-0.27%	1.46%	2.68%	2.97%	---	---	-3.48%	11.00%
1571	001904	光大欣鑫混合	9月13日	1.103	1.116	-0.09%	-0.27%	-0.18%	2.29%	3.52%	---	---	---	10.81%	11.70%
1572	164205	天弘鑫动力灵	9月13日	1.102	1.281	0.09%	-0.27%	-0.09%	2.32%	1.29%	1.66%	96.65%	84.47%	0.64%	28.02%
1573	110008	易方达稳健收	9月13日	1.3529	2.0025	0.07%	-0.27%	-0.43%	3.34%	5.07%	7.88%	43.28%	56.01%	2.94%	131.38%
1574	162308	海富通稳进增	9月13日	1.096	1.565	0.00%	-0.27%	-0.27%	2.93%	3.27%	-3.12%	23.00%	31.26%	-6.43%	56.46%
1575	240001	华宝宝康消费	9月13日	2.3054	6.7511	0.53%	-0.27%	0.75%	1.60%	14.30%	4.97%	36.96%	53.28%	-14.48%	732.12%
1576	110007	易方达稳健收	9月13日	1.3458	1.9694	0.06%	-0.27%	-0.46%	3.27%	4.91%	7.58%	42.50%	54.67%	2.73%	125.99%
1577	001202	东方红领先精	9月13日	1.087	1.087	0.00%	-0.28%	0.28%	3.52%	7.73%	9.47%	---	---	2.45%	8.70%
1578	001199	创金合信聚利	9月12日	1.082	1.082	-0.64%	-0.28%	0.28%	2.46%	3.54%	6.60%	---	---	1.12%	8.20%
1579	001200	创金合信聚利	9月12日	1.077	1.077	-0.55%	-0.28%	0.28%	2.47%	3.36%	6.21%	---	---	0.94%	7.70%
1580	002095	博时新收益A	9月13日	1.043	1.0605	0.18%	-0.28%	-0.64%	4.95%	5.21%	---	---	---	---	5.84%
1581	675013	西部利得稳健	9月13日	1.073	1.073	0.00%	-0.28%	0.37%	2.98%	3.07%	0.66%	4.79%	6.03%	0.19%	7.30%
1582	001709	华富物联世界	9月13日	1.067	1.067	0.00%	-0.28%	0.09%	2.60%	7.45%	---	---	---	---	6.70%
1583	000107	富国稳健增强	9月12日	1.065	1.313	-0.37%	-0.28%	-0.28%	1.43%	2.31%	4.71%	22.89%	33.57%	3.60%	34.64%
1584	000273	华润元大安鑫	9月13日	1.774	1.774	0.00%	-0.28%	-0.11%	0.62%	0.62%	-0.67%	73.24%	77.40%	-2.58%	77.40%
1585	000953	国泰睿吉灵活	9月13日	1.061	1.061	0.09%	-0.28%	-0.19%	1.53%	1.63%	3.41%	---	---	2.71%	6.00%
1586	000109	富国稳健增强	9月13日	1.061	1.297	0.19%	-0.28%	-0.38%	1.34%	2.02%	4.12%	21.78%	31.77%	3.32%	32.56%
1587	001311	华安新回报灵	9月13日	1.057	1.057	0.00%	-0.28%	0.28%	2.22%	2.32%	4.45%	---	---	2.03%	5.70%
1588	410006	华富策略精选	9月13日	1.5027	1.6627	1.55%	-0.28%	1.71%	3.04%	13.62%	20.10%	47.19%	77.01%	-11.48%	69.49%
1589	202002	南方稳健成长	9月12日	0.4216	2.2415	-1.17%	-0.28%	0.55%	3.41%	16.40%	11.11%	44.81%	52.06%	-10.63%	147.90%
1590	002664	万家瑞和灵活	9月13日	1.0157	1.0157	0.03%	-0.28%	-0.03%	0.99%	---	---	---	---	---	1.54%
1591	002665	万家瑞和灵活	9月13日	1.0149	1.0149	0.03%	-0.28%	-0.05%	0.95%	---	---	---	---	---	1.46%
1592	001862	东方红收益增	9月13日	1.047	1.047	0.10%	-0.29%	-0.10%	3.36%	4.50%	---	---	---	2.35%	4.60%
1593	000616	上投摩根优信	9月13日	1.395	1.395	0.14%	-0.29%	0.22%	3.03%	3.42%	3.49%	37.78%	---	-3.73%	39.30%
1594	001402	信诚新选混合	9月13日	1.044	1.044	0.00%	-0.29%	0.00%	1.56%	1.16%	4.50%	---	---	2.05%	4.40%
1595	001126	上投摩根卓越	9月13日	0.701	0.701	1.01%	-0.29%	1.17%	2.66%	19.86%	11.04%	---	---	-17.08%	-30.60%
1596	001536	南方君选	9月12日	1.041	1.041	-0.95%	-0.29%	0.87%	2.87%	4.31%	---	---	---	---	4.10%
1597	360013	光大添益债券	9月13日	1.04	1.352	0.00%	-0.29%	-0.76%	1.06%	1.84%	2.74%	19.12%	22.22%	0.48%	39.08%
1598	002165	汇添富达欣混	9月13日	1.039	1.039	0.00%	-0.29%	0.10%	3.18%	4.53%	---	---	---	3.90%	3.90%
1599	360014	光大添益债券	9月13日	1.038	1.333	0.00%	-0.29%	-0.76%	0.97%	1.74%	2.42%	18.35%	21.09%	0.29%	36.92%
1600	001086	华富恒利债券	9月13日	1.037	1.037	0.10%	-0.29%	0.39%	3.81%	3.91%	3.60%	---	---	1.87%	3.60%
1601	000617	上投摩根优信	9月13日	1.382	1.382	0.14%	-0.29%	0.22%	2.91%	3.14%	3.06%	36.63%	---	-4.03%	38.00%
1602	001797	华融新利灵活	9月12日	1.032	1.032	-0.29%	-0.29%	-0.19%	0.00%	0.39%	3.20%	---	---	2.28%	3.20%
1603	001907	国投瑞银境煊	9月13日	1.029	1.029	0.10%	-0.29%	0.00%	1.18%	2.49%	---	---	---	1.88%	2.80%
1604	320020	诺安汇鑫保本	9月13日	1.028	1.498	0.10%	-0.29%	0.20%	1.58%	2.29%	5.23%	27.51%	42.16%	-0.19%	49.69%
1605	168102	九泰锐富事件	9月13日	1.027	1.027	0.20%	-0.29%	0.69%	1.79%	2.50%	---	---	---	---	2.50%
1606	002317	招商睿逸混合	9月13日	1.024	1.024	0.10%	-0.29%	0.10%	1.49%	---	---	---	---	---	2.30%
1607	000479	信诚惠报债券	9月13日	1.023	1.023	0.10%	-0.29%	-0.87%	1.69%	---	---	---	---	---	2.20%
1608	001908	国投瑞银境煊	9月13日	1.022	1.022	0.10%	-0.29%	-0.10%	1.09%	2.00%	---	---	---	1.29%	2.10%
1609	000954	国泰睿吉灵活	9月13日	1.021	1.021	0.00%	-0.29%	-0.20%	1.59%	1.59%	2.82%	---	---	2.30%	2.10%
1610	002331	泰康安泰回报	9月13日	1.021	1.021	0.10%	-0.29%	-0.58%	1.29%	---	---	---	---	---	2.00%
1611	001932	国寿安保保本	9月13日	1.016	1.016	0.00%	-0.29%	0.10%	1.91%	---	---	---	---	---	1.60%
1612	001363	长城久惠保本	9月13日	1.014	1.014	0.10%	-0.30%	-0.30%	1.20%	2.01%	1.00%	---	---	-1.75%	1.30%
1613	690005	民生加银内需	9月13日	1.354	1.354	0.52%	-0.30%	1.89%	-0.30%	13.29%	11.05%	44.53%	52.38%	-16.95%	34.70%
1614	161222	国投瑞银瑞利	9月13日	1.011	1.033	0.10%	-0.30%	0.10%	1.18%	5.85%	7.73%	---	---	-1.99%	3.20%
1615	002639	天弘价值精选	9月13日	1.0106	1.0106	0.07%	-0.30%	-0.07%	---	---	---	---	---	---	0.99%
1616	000184	工银添福债券	9月13日	1.679	1.679	0.12%	-0.30%	-0.59%	2.38%	3.58%	5.67%	45.45%	---	1.39%	67.70%
1617	001664	平安大华鑫安	9月13日	1.006	1.006	0.10%	-0.30%	-0.40%	-0.20%	0.20%	---	---	---	0.50%	0.50%
1618	310508	申万菱信稳益	9月13日	1.34	1.486	0.15%	-0.30%	-0.15%	3.56%	3.16%	5.19%	25.63%	34.16%	2.84%	53.61%
1619	001665	平安大华鑫安	9月13日	1.003	1.003	0.00%	-0.30%	-0.40%	-0.30%	0.10%	---	---	---	0.30%	0.30%
1620	001298	金鹰民族新兴	9月13日	1.001	1.001	0.20%	-0.30%	-0.20%	0.40%	3.31%	3.63%	---	---	-2.35%	-0.10%
1621	002703	长城久源保本	9月13日	0.998	0.998	-0.10%	-0.30%	-0.40%	---	---	---	---	---	---	-0.10%
1622	550004	信诚三得益债	9月13日	1.328	1.511	0.00%	-0.30%	-0.75%	1.92%	5.31%	8.76%	28.56%	36.80%	2.00%	58.05%
1623	160610	鹏华动力增长	9月13日	0.995	1.815	0.30%	-0.30%	2.59%	3.66%	15.89%	6.51%	22.92%	26.98%	-8.86%	95.57%
1624	000185	工银添福债券	9月13日	1.654	1.654	0.12%	-0.30%	-0.60%	2.23%	3.38%	5.29%	43.90%	---	1.16%	65.20%
1625	202001	南方稳健成长	9月12日	1.253	3.128	-1.20%	-0.30%	0.51%	3.43%	16.20%	10.95%	44.15%	51.05%	-11.04%	351.57%
1626	001198	东方惠新灵活	9月13日	1.086	1.086	0.04%	-0.30%	0.42%	4.12%	4.07%	6.25%	---	---	3.89%	8.60%
1627	550005	信诚三得益债	9月13日	1.312	1.47	0.00%	-0.30%	-0.68%	1.94%	5.13%	8.43%	27.63%	35.10%	1.78%	52.64%
1628	001535	景顺长城改革	9月13日	0.983	0.983	0.10%	-0.30%	0.00%	2.72%	6.28%	-1.80%	---	---	-2.87%	-1.80%
1629	002669	华商万众创新	9月13日	0.983	0.983	0.10%	-0.30%	0.61%	---	---	---	---	---	---	-1.80%
1630	001161	东方永润18	9月13日	0.9802	0.9802	-0.03%	-0.30%	0.07%	2.90%	5.41%	5.95%	---	---	0.63%	-1.95%
1631	001457	华商新常态混	9月13日	0.978	1.228	-0.20%	-0.31%	3.05%	2.19%	7.93%	10.93%	---	---	-0.51%	24.46%
1632	000045	工银产业债A	9月13日	1.303	1.387	0.00%	-0.31%	-0.31%	2.43%	3.11%	4.82%	29.59%	38.51%	1.30%	38.79%
1633	001495	东方新价值混	9月13日	1.1019	1.1019	0.07%	-0.31%	0.20%	5.90%	4.62%	6.99%	---	---	6.85%	10.19%
1634	166010	中欧鼎利分级	9月13日	1.291	1.406	0.00%	-0.31%	0.00%	2.70%	2.30%	4.96%	24.98%	29.88%	2.87%	43.90%
1635	000046	工银产业债B	9月13日	1.288	1.366	0.08%	-0.31%	-0.31%	2.34%	2.88%	4.45%	28.28%	36.62%	1.13%	36.62%
1636	540006	汇丰晋信大盘	9月13日	2.4261	2.4861	0.21%	-0.31%	1.37%	11.64%	20.84%	20.33%	122.38%	116.74%	-0.07%	156.49%
1637	690006	民生信用双利	9月13日	1.588	1.618	0.13%	-0.31%	0.32%	2.45%	5.24%	7.96%	42.24%	54.43%	-0.69%	63.16%
1638	720003	财通收益增强	9月13日	1.269	1.269	0.00%	-0.31%	-0.70%	0.79%	3.25%	2.17%	17.17%	25.77%	1.44%	26.90%
1639	001482	上投摩根新兴	9月13日	0.948	0.948	0.53%	-0.32%	1.95%	-1.46%	13.61%	-5.70%	---	---	-22.45%	-5.70%
1640	163409	兴全绿色投资	9月13日	1.574	2.254	0.38%	-0.32%	0.97%	8.44%	21.93%	16.01%	43.74%	89.71%	-7.60%	124.24%
1641	690206	民生信用双利	9月13日	1.558	1.588	0.06%	-0.32%	0.26%	2.30%	5.06%	7.53%	41.29%	52.65%	-0.95%	60.20%
1642	673020	西部利得成长	9月13日	0.933	0.933	0.00%	-0.32%	-0.11%	-6.79%	-5.76%	-5.76%	---	---	-6.61%	-6.70%
1643	001959	华商乐享互联	9月13日	0.927	0.927	-0.32%	-0.32%	3.56%	8.14%	32.29%	---	---	---	-7.74%	-7.00%
1644	519735	交银强化回报	9月13日	1.238	1.278	0.08%	-0.32%	-0.08%	2.83%	1.98%	7.01%	22.46%	---	-0.88%	28.58%
1645	080008	长盛战略新兴	9月13日	1.84	1.89	-0.05%	-0.32%	-0.59%	1.32%	1.15%	2.45%	58.03%	89.79%	1.60%	93.24%
1646	000812	富国收益增强	9月13日	1.227	1.227	0.16%	-0.33%	-0.16%	1.16%	1.41%	3.73%	---	---	-0.08%	22.50%
1647	162299	泰达宏利集利	9月13日	1.4367	1.6127	0.13%	-0.33%	0.22%	2.33%	1.23%	2.52%	34.89%	49.21%	-3.95%	67.52%
1648	210010	金鹰灵活配置	9月13日	1.0616	1.272	0.06%	-0.33%	-0.63%	1.30%	1.34%	3.52%	18.70%	28.09%	1.74%	28.42%
1649	001449	华商双驱优选	9月13日	1.194	1.194	0.25%	-0.33%	2.94%	5.31%	23.68%	30.59%	---	---	1.28%	19.10%
1650	202211	南方恒元保本	9月12日	1.17	1.561	-0.93%	-0.34%	0.69%	4.00%	8.33%	6.62%	26.12%	32.54%	-0.35%	67.55%
1651	001518	万家瑞兴	9月13日	1.7683	1.7683	-0.39%	-0.34%	2.60%	14.56%	24.86%	77.77%	---	---	4.48%	77.52%
1652	000309	大摩品质生活	9月13日	1.771	1.771	1.43%	-0.34%	3.81%	13.23%	31.28%	44.18%	72.02%	---	2.28%	74.60%
1653	420008	天弘债券发起	9月13日	1.158	1.187	0.17%	-0.34%	-0.09%	-0.26%	-0.86%	0.96%	12.34%	14.91%	-1.70%	18.92%
1654	210011	金鹰灵活配置	9月13日	1.01	1.2107	0.04%	-0.35%	-0.72%	0.94%	0.69%	-1.13%	12.88%	21.32%	0.64%	21.22%
1655	630109	华商稳定增利	9月13日	1.44	1.44	0.14%	-0.35%	0.07%	0.84%	0.42%	-0.76%	25.70%	35.02%	-3.36%	43.80%
1656	710301	富安达增强收	9月13日	1.2297	1.2497	0.00%	-0.35%	0.20%	3.34%	3.74%	-5.73%	13.70%	19.89%	-14.47%	25.38%
1657	420108	天弘债券发起	9月13日	1.14	1.168	0.26%	-0.35%	-0.09%	-0.44%	-1.13%	0.53%	11.36%	13.47%	-1.98%	16.86%
1658	121010	国投瑞银瑞源	9月13日	1.137	1.386	0.00%	-0.35%	0.00%	2.16%	4.79%	5.96%	22.20%	33.36%	2.34%	43.42%
1659	165509	信诚增强债券	9月13日	1.133	1.538	0.00%	-0.35%	-0.70%	1.33%	1.51%	5.11%	37.28%	44.10%	1.52%	63.04%
1660	710302	富安达增强收	9月13日	1.2082	1.2282	-0.01%	-0.35%	0.17%	3.23%	3.51%	-6.13%	12.77%	18.39%	-14.72%	23.20%
1661	163402	兴全趋势投资	9月13日	1.5854	8.6006	0.94%	-0.36%	0.46%	4.53%	14.44%	8.29%	65.78%	92.66%	-2.33%	1068.31%
1662	001152	融通新区域新	9月13日	0.555	0.555	-0.54%	-0.36%	1.09%	-2.96%	6.69%	-10.00%	---	---	-23.87%	-44.20%
1663	202212	南方保本	9月12日	1.395	1.511	-0.50%	-0.36%	0.22%	3.41%	7.23%	10.36%	36.10%	42.18%	5.12%	55.61%
1664	001695	泓德泓业混合	9月13日	1.116	1.116	0.18%	-0.36%	0.45%	3.24%	9.22%	11.40%	---	---	7.74%	11.40%
1665	690002	民生增强债券	9月13日	1.942	2.072	0.10%	-0.36%	0.31%	3.14%	5.32%	7.66%	59.41%	69.14%	-0.92%	116.71%
1666	000609	华商新量化灵	9月13日	1.666	1.666	0.36%	-0.36%	0.79%	2.91%	16.98%	13.85%	40.56%	---	-10.12%	66.00%
1667	001463	光大一带一路	9月13日	0.83	0.83	0.12%	-0.36%	-0.24%	6.28%	14.50%	0.97%	---	---	-9.89%	-17.10%
1668	000073	上投成长动力	9月13日	1.101	1.101	-0.18%	-0.36%	-1.25%	-7.15%	7.50%	-8.46%	10.30%	11.53%	-27.10%	10.30%
1669	164815	工银标普全球	9月12日	0.821	0.821	-0.48%	-0.36%	-0.60%	-0.84%	10.29%	8.98%	-17.66%	-20.21%	16.53%	-17.50%
1670	165313	建信优势动力	9月13日	1.364	1.364	0.37%	-0.37%	1.49%	3.11%	16.55%	6.09%	32.97%	39.24%	-9.76%	35.90%
1671	000293	鹏华丰信分级	9月13日	1.08	1.535	0.00%	-0.37%	0.37%	3.95%	4.15%	8.33%	37.88%	---	5.78%	53.60%
1672	690202	民生增强债券	9月13日	1.885	2.015	0.11%	-0.37%	0.32%	3.01%	5.14%	7.29%	58.37%	67.23%	-1.15%	110.64%
1673	519183	万家双引擎灵	9月13日	1.3947	2.0847	0.04%	-0.37%	-0.01%	1.79%	3.26%	7.59%	64.72%	70.08%	5.46%	145.78%
1674	000947	德邦新动力灵	9月13日	1.0414	1.0414	0.01%	-0.37%	-0.50%	0.80%	1.60%	1.24%	---	---	0.30%	4.13%
1675	340006	兴全全球视野	9月13日	1.7259	4.4719	0.38%	-0.38%	0.97%	4.96%	21.14%	13.75%	50.30%	69.10%	-9.57%	547.90%
1676	001236	博时丝路主题	9月13日	0.79	0.79	-0.38%	-0.38%	0.13%	4.21%	21.81%	24.10%	---	---	-14.08%	-20.70%
1677	001910	泰康新机遇混	9月13日	1.057	1.057	0.19%	-0.38%	0.19%	4.66%	9.78%	---	---	---	5.61%	5.50%
1678	090004	大成精选增值	9月13日	0.8253	3.2463	0.99%	-0.38%	2.16%	5.85%	20.32%	12.46%	51.66%	50.93%	5.74%	518.86%
1679	162210	泰达宏利集利	9月13日	1.5039	1.6689	0.13%	-0.38%	0.13%	1.29%	1.32%	2.82%	35.84%	50.81%	-3.79%	73.42%
1680	001260	广发安心混合	9月13日	1.054	1.054	0.10%	-0.38%	-0.09%	2.03%	1.45%	4.26%	---	---	1.25%	5.30%
1681	002113	德邦新动力灵	9月13日	1.0266	1.0266	0.01%	-0.38%	-0.54%	0.66%	0.75%	---	---	---	-1.10%	-0.66%
1682	020026	国泰成长优选	9月13日	2.648	2.67	0.76%	-0.38%	5.84%	15.11%	40.09%	37.81%	69.55%	114.72%	7.40%	167.54%
1683	001801	汇添富达欣混	9月13日	1.043	1.043	0.00%	-0.38%	0.00%	3.27%	4.72%	---	---	---	4.30%	4.30%
1684	001903	光大欣鑫混合	9月13日	1.56	1.624	0.00%	-0.38%	-0.20%	2.25%	3.62%	---	---	---	58.72%	62.38%
1685	550016	信诚添金分级	9月13日	1.039	1.715	0.58%	-0.39%	0.19%	11.56%	7.38%	9.33%	65.95%	75.63%	1.37%	84.24%
1686	050020	博时抗通胀增	9月12日	0.518	0.518	0.39%	-0.39%	-0.58%	0.39%	-0.19%	-6.86%	-26.91%	-24.67%	1.98%	-48.40%
1687	200016	长城保本	9月13日	1.03	1.587	0.00%	-0.39%	-0.58%	1.58%	1.78%	3.00%	40.05%	52.43%	1.88%	58.68%
1688	002308	安信安盈保本	9月13日	1.032	1.032	0.19%	-0.39%	0.00%	1.38%	3.00%	---	---	---	---	3.00%
1689	002152	华宝核心优势	9月13日	1.033	1.033	0.29%	-0.39%	0.59%	0.78%	5.86%	---	---	---	---	3.00%
1690	002071	长安产业精选	9月13日	1.03	1.03	0.19%	-0.39%	-0.29%	-0.19%	-0.10%	---	---	---	-1.15%	-0.96%
1691	501015	财通多策略升	9月13日	1.028	1.028	0.19%	-0.39%	0.49%	2.09%	2.60%	---	---	---	---	2.60%
1692	000467	信诚惠报债券	9月13日	1.024	1.024	0.10%	-0.39%	-0.87%	1.69%	---	---	---	---	---	2.30%
1693	164906	交银中证海外	9月12日	1.002	1.002	-1.09%	-0.39%	7.88%	16.04%	17.65%	36.52%	---	---	4.76%	1.30%
1694	001144	大成互联网思	9月13日	0.748	0.748	-0.93%	-0.40%	2.86%	5.89%	20.80%	8.17%	---	---	-11.70%	-24.50%
1695	000887	上投摩根稳进	9月13日	1.006	1.165	0.10%	-0.40%	-0.10%	0.59%	0.98%	3.25%	---	---	-5.08%	16.47%
1696	002146	长安鑫益增强	9月13日	1.002	1.002	0.10%	-0.40%	-1.86%	-0.30%	0.00%	---	---	---	---	0.10%
1697	002971	前海开源鼎安	9月13日	1	1	0.00%	-0.40%	-0.50%	---	---	---	---	---	---	0.00%
1698	000418	景顺长城成长	9月13日	1.526	1.526	1.80%	-0.40%	2.74%	8.62%	30.35%	20.02%	33.48%	---	-7.07%	49.90%
1699	002272	新华科技创新	9月13日	1	1	0.10%	-0.40%	-0.50%	-0.30%	---	---	---	---	---	-0.10%
1700	001433	易方达瑞景混	9月13日	0.999	0.999	0.10%	-0.40%	-0.50%	0.30%	0.40%	0.71%	---	---	0.50%	-0.20%
1701	519733	交银强化回报	9月13日	1.248	1.288	0.08%	-0.40%	-0.08%	2.97%	2.21%	7.50%	23.32%	---	-0.64%	29.61%
1702	002147	长安鑫益增强	9月13日	0.998	0.998	0.10%	-0.40%	-1.87%	-0.40%	-0.30%	---	---	---	---	-0.30%
1703	002955	融通新趋势灵	9月13日	0.997	0.997	0.10%	-0.40%	---	---	---	---	---	---	---	-0.40%
1704	000118	广发聚鑫债券	9月13日	1.237	1.66	0.00%	-0.40%	0.00%	2.05%	3.75%	6.12%	51.54%	64.78%	-2.79%	67.75%
1705	320012	诺安主题精选	9月13日	1.479	1.579	0.07%	-0.40%	-0.61%	3.57%	4.82%	1.86%	35.47%	73.22%	-16.36%	62.14%
1706	000119	广发聚鑫债券	9月13日	1.229	1.652	0.00%	-0.41%	0.00%	1.98%	3.60%	5.89%	51.58%	64.10%	-3.03%	66.89%
1707	630009	华商稳定增利	9月13日	1.475	1.475	0.14%	-0.41%	0.14%	0.89%	0.61%	-0.34%	26.76%	36.90%	-3.09%	47.30%
1708	580009	东吴内需增长	9月13日	0.981	1.561	0.10%	-0.41%	0.00%	-4.51%	-0.69%	-4.62%	12.82%	38.56%	-23.61%	54.22%
1709	001861	富安达健康人	9月13日	1.0036	1.0036	0.27%	-0.41%	0.47%	2.64%	6.11%	---	---	---	0.08%	0.09%
1710	519130	海富通新内需	9月13日	1.437	1.437	0.14%	-0.42%	0.14%	2.87%	3.76%	4.21%	---	---	3.24%	43.50%
1711	001225	中邮趋势精选	9月13日	0.706	0.706	0.14%	-0.42%	1.59%	-0.28%	15.95%	12.26%	---	---	-23.20%	-29.50%
1712	000628	大成高新技术	9月13日	1.17	1.17	0.00%	-0.43%	0.95%	5.88%	31.76%	34.02%	---	---	-2.58%	17.00%
1713	531017	建信双息红利	9月13日	1.162	1.422	0.00%	-0.43%	-0.26%	2.61%	2.77%	5.53%	43.74%	---	0.62%	44.03%
1714	002567	大成国家安全	9月13日	0.922	0.922	-0.11%	-0.43%	1.99%	-8.52%	---	---	---	---	---	-7.70%
1715	162105	金鹰持久增利	9月13日	1.0783	1.444	0.12%	-0.43%	-0.11%	1.38%	1.22%	3.14%	16.74%	34.23%	0.92%	53.15%
1716	100055	富国全球顶级	9月12日	1.142	1.142	-0.09%	-0.44%	0.18%	3.53%	4.48%	0.88%	-3.22%	-2.56%	-0.69%	14.30%
1717	485114	工银添颐债券	9月13日	2.054	2.054	0.10%	-0.44%	-0.82%	2.45%	3.38%	6.10%	47.95%	61.45%	0.54%	105.20%
1718	001009	上投摩根安全	9月13日	0.912	0.912	0.66%	-0.44%	2.14%	4.62%	14.39%	-1.52%	---	---	-16.88%	-9.40%
1719	202105	南方广利债券	9月12日	1.358	1.538	-0.88%	-0.44%	0.37%	2.57%	4.22%	8.29%	25.86%	38.43%	-5.03%	56.06%
1720	377150	上投摩根健康	9月13日	2.024	2.024	0.85%	-0.45%	-0.15%	-0.10%	15.28%	9.79%	52.28%	41.74%	-16.48%	100.70%
1721	202107	南方广利债券	9月12日	1.337	1.517	-0.82%	-0.45%	0.38%	2.45%	4.05%	8.00%	26.00%	37.91%	-5.24%	53.95%
1722	001357	泓德泓富混合	9月13日	1.115	1.115	0.72%	-0.45%	2.22%	6.96%	18.65%	9.17%	---	---	6.14%	10.70%
1723	001376	泓德泓富混合	9月13日	1.112	1.112	0.72%	-0.45%	2.22%	6.87%	18.45%	8.88%	---	---	5.95%	10.40%
1724	000409	鹏华环保产业	9月13日	1.54	1.54	0.07%	-0.45%	5.05%	7.70%	22.24%	15.11%	43.16%	---	-4.35%	53.90%
